step,Mean Opinion,Mean Extremity,Opinion Variance,Extreme Share,Mean Preference Center,Mean Preference Center Extremity,Mean Preference Width,Mean Acceptance Threshold,Mean Rejection Threshold,Acceptance Rate,Ignore Rate,Backfire Rate,Average Exposure Distance,initial_preference_width,initial_distribution,seed
31,0.009793254720800677,0.46431726734713635,0.25322469827394956,0.075,0.004045722289581404,0.4660924941618875,0.17397611945480537,0.26925000000000004,0.7075,0.8048387096774193,0.1938709677419355,0.0012903225806451613,0.13781757991205082,0.2,polarized,1
32,0.010121612805111022,0.46498988597609625,0.25430101639888525,0.075,0.006261862767665476,0.46851726029514906,0.17320886037682764,0.26925000000000004,0.7075,0.80484375,0.19390625,0.00125,0.142698944411498,0.2,polarized,1
33,0.009827260473522519,0.46587924679756965,0.2556923309598783,0.08,0.006356265948911944,0.4704075550006879,0.17241129177241532,0.26925000000000004,0.7075,0.8068181818181818,0.19196969696969696,0.0012121212121212121,0.12787654704222037,0.2,polarized,1
34,0.009827257145208865,0.4662394928097051,0.2566171157782884,0.08,0.007178148802734669,0.47131313335563485,0.17163841031476046,0.26925000000000004,0.7075,0.8075,0.1913235294117647,0.001176470588235294,0.14882179674391602,0.2,polarized,1
35,0.009993211660969841,0.4648767343789791,0.25591955840396047,0.085,0.008685730042235565,0.46727123397922155,0.17085333090508642,0.26925000000000004,0.7075,0.809,0.18985714285714286,0.001142857142857143,0.1357065564337981,0.2,polarized,1
36,0.011117378867034278,0.46434314633717494,0.25580466075453534,0.095,0.012539476396631668,0.4656126661617179,0.170064277113101,0.26925000000000004,0.7075,0.8108333333333333,0.18805555555555556,0.0011111111111111111,0.13987298050436137,0.2,polarized,1
37,0.010961418886291464,0.4648093835936975,0.25645344059760833,0.1,0.011997750580542955,0.4674700976467291,0.16929126697239336,0.26925000000000004,0.7075,0.8118918918918919,0.18702702702702703,0.001081081081081081,0.13791171017131285,0.2,polarized,1
38,0.009904799964386762,0.46458568043182796,0.2566453518718806,0.1,0.008331554433426288,0.46685068794347634,0.16852625120827433,0.26925000000000004,0.7075,0.8126315789473684,0.1863157894736842,0.0010526315789473684,0.14883898459348557,0.2,polarized,1
39,0.00968816248492668,0.46386320787842295,0.256490768882411,0.1,0.007900281149707216,0.4648198790763897,0.16776558601266,0.26925000000000004,0.7075,0.8133333333333334,0.18564102564102564,0.0010256410256410256,0.12187291518842468,0.2,polarized,1
40,0.007927005132455868,0.46320079164715333,0.25647280771357994,0.1,0.002693614793598936,0.46318742331868656,0.16700314754049153,0.26925000000000004,0.7075,0.81425,0.18475,0.001,0.14081716911510422,0.2,polarized,1
41,0.006522628045164835,0.46245081374021696,0.25642854105829477,0.105,-0.0007068656966062315,0.4614470759500715,0.16626464662015997,0.26925000000000004,0.7075,0.8141463414634146,0.1848780487804878,0.000975609756097561,0.14438959375053653,0.2,polarized,1
42,0.0067227804767531875,0.4631203610255733,0.2577506040644419,0.115,0.001768106439037176,0.4644858716607211,0.1654892159213653,0.26925000000000004,0.7075,0.815952380952381,0.1830952380952381,0.0009523809523809524,0.12243460969914181,0.2,polarized,1
43,0.0059578566635241845,0.4624620737782403,0.25740300718381465,0.11,0.00047008116220398355,0.46267065955830505,0.164739620415708,0.26925000000000004,0.7075,0.8166279069767441,0.1824418604651163,0.0009302325581395349,0.12407521840475255,0.2,polarized,1
44,0.005022841935208154,0.4625560092897781,0.2576352623349354,0.105,-0.001147918671580508,0.4632152349036501,0.16400379791865113,0.26925000000000004,0.7075,0.8168181818181818,0.18227272727272728,0.0009090909090909091,0.13099366826398845,0.2,polarized,1
45,0.004503499517921778,0.4635076070438238,0.2586094101197841,0.11,-0.0012004486702121165,0.4657766421909554,0.16326133878226357,0.26925000000000004,0.7075,0.8174444444444444,0.18166666666666667,0.0008888888888888889,0.13425510254484666,0.2,polarized,1
46,0.003968238985376928,0.4639987890550434,0.2593678998939964,0.105,-0.001436606642889,0.4669100124996365,0.1625146055608153,0.26925000000000004,0.7075,0.8183695652173913,0.1807608695652174,0.0008695652173913044,0.13250169351075872,0.2,polarized,1
47,0.005110828200222821,0.46342072997318384,0.25850211204038337,0.105,0.0032008894802753973,0.46396004490312687,0.16177606901832647,0.26925000000000004,0.7075,0.8190425531914893,0.18010638297872342,0.000851063829787234,0.12865659363844562,0.2,polarized,1
48,0.004840648779739025,0.46312883358871554,0.257774074659185,0.095,0.0028242431288936476,0.46258978846543725,0.16103066228576576,0.26925000000000004,0.7075,0.8201041666666666,0.1790625,0.0008333333333333334,0.11714379447809789,0.2,polarized,1
49,0.005636231430931707,0.46313684420071793,0.2582403522988194,0.1,0.006120056871724269,0.4630174594711006,0.16031407019188934,0.26925000000000004,0.7075,0.8201020408163265,0.17908163265306123,0.0008163265306122449,0.1321144738559785,0.2,polarized,1
50,0.006418390944597214,0.4626482366364367,0.2579244603907503,0.095,0.008443258115248495,0.4614798622661803,0.15958348562539768,0.26925000000000004,0.7075,0.8208,0.1784,0.0008,0.12944690372255618,0.2,polarized,1
51,0.00625493125113471,0.4632397192866693,0.25868041964375216,0.105,0.007166423822003998,0.46369601052398446,0.15885876561932735,0.26925000000000004,0.7075,0.8213725490196079,0.17784313725490197,0.000784313725490196,0.13351447857958898,0.2,polarized,1
52,0.006261732738509571,0.4627022984033845,0.2583177850562434,0.105,0.007016117250217882,0.46250328430302445,0.15812934898283845,0.26925000000000004,0.7075,0.8222115384615385,0.17701923076923076,0.0007692307692307692,0.13228187555265247,0.2,polarized,1
53,0.006584825891017789,0.4630770560005734,0.25868321719794485,0.1,0.007552452360680615,0.46375537415458995,0.15741584040352413,0.26925000000000004,0.7075,0.8225471698113207,0.17669811320754716,0.0007547169811320754,0.13606292143320545,0.2,polarized,1
54,0.00656805427976312,0.4633936600669657,0.25924353319760707,0.1,0.007561035091872368,0.46521833414720853,0.15670312608909992,0.26925000000000004,0.7075,0.822962962962963,0.17629629629629628,0.0007407407407407407,0.12506386410105055,0.2,polarized,1
55,0.006950767469425605,0.4644953613553104,0.2600952248081845,0.095,0.008728555079663214,0.46839392570912763,0.1559939597122924,0.26925000000000004,0.7075,0.8233636363636364,0.1759090909090909,0.0007272727272727272,0.137810213458336,0.2,polarized,1
56,0.007050234363377359,0.46460452633361626,0.2600422967063888,0.09,0.008722783943034784,0.4682748555899229,0.1552780133836519,0.26925000000000004,0.7075,0.8241071428571428,0.17517857142857143,0.0007142857142857143,0.1245377214048867,0.2,polarized,1
57,0.0062392364018756565,0.46492695785384874,0.2611607397569289,0.09,0.005694216012209003,0.4681820154840233,0.15456328641498407,0.26925000000000004,0.7075,0.8249122807017544,0.1743859649122807,0.0007017543859649122,0.11957404538062472,0.2,polarized,1
58,0.005151769222855462,0.4661961759622656,0.2626449956655614,0.1,0.0025349182335296905,0.47173040113011133,0.15386375644901157,0.26925000000000004,0.7075,0.8252586206896552,0.17405172413793105,0.000689655172413793,0.1291428269003057,0.2,polarized,1
59,0.004011391108220983,0.467585894752397,0.26430198910661046,0.105,-0.00030128950058280204,0.47461242416940225,0.1531461044469145,0.26925000000000004,0.7075,0.8263559322033899,0.17296610169491525,0.0006779661016949153,0.1290316270478583,0.2,polarized,1
60,0.0037393318570453117,0.4674182432602018,0.26481884061265243,0.11,-8.597527699434115e-05,0.47266035075814833,0.15243847250924447,0.26925000000000004,0.7075,0.8271666666666667,0.17216666666666666,0.0006666666666666666,0.1217959097892509,0.2,polarized,1
61,0.003221821427297481,0.4672970569745047,0.2653476505788893,0.11,-0.0008599612471356,0.47121932827506796,0.151718487822669,0.26925000000000004,0.7075,0.8285245901639344,0.17081967213114754,0.0006557377049180328,0.11734810819388883,0.2,polarized,1
62,0.0037342284956050076,0.4666403297036061,0.2648691407967095,0.11,0.001282469562355214,0.46913953331440666,0.151039200959581,0.26925000000000004,0.7075,0.8285483870967741,0.17080645161290323,0.0006451612903225806,0.1318210560224218,0.2,polarized,1
63,0.0033532968293202782,0.4665117367578702,0.26482180450732806,0.11,0.00028239085397504084,0.4688469465185699,0.15034423198645988,0.26925000000000004,0.7075,0.8292063492063492,0.17015873015873015,0.0006349206349206349,0.11472755350388647,0.2,polarized,1
64,0.002826056136035254,0.4663912386781632,0.2653862526515576,0.115,-0.0004567364132349394,0.4679782749332915,0.1496435332217703,0.26925000000000004,0.7075,0.83015625,0.16921875,0.000625,0.11853228586810322,0.2,polarized,1
65,0.002835206876287177,0.46586053325152416,0.2650891424262108,0.11,0.0003922579725642383,0.46590481648588095,0.14896426455247097,0.26925000000000004,0.7075,0.8304615384615385,0.16892307692307693,0.0006153846153846154,0.12202145650057455,0.2,polarized,1
66,0.0033979089392346617,0.4652055549404329,0.2645452950175352,0.105,0.00243512297167949,0.46422919942899865,0.14828126041213519,0.26925000000000004,0.7075,0.8309848484848484,0.1684090909090909,0.0006060606060606061,0.1284139614043643,0.2,polarized,1
67,0.003205845059963257,0.4648539944929267,0.26428218195811093,0.11,0.0019376234756554632,0.4635422454745951,0.14759916144228097,0.26925000000000004,0.7075,0.8315671641791045,0.16783582089552238,0.0005970149253731343,0.11526119488073575,0.2,polarized,1
68,0.003775296339146017,0.46409011704195635,0.2631924774076363,0.115,0.0035589639692016005,0.4617317232016411,0.1469173414929989,0.26925000000000004,0.7075,0.8322058823529411,0.16720588235294118,0.000588235294117647,0.12468639126036182,0.2,polarized,1
69,0.003902841217260817,0.4631184794448394,0.26249244300072844,0.11,0.0036607689866037197,0.46017937995155817,0.1462432701014439,0.26925000000000004,0.7075,0.8326811594202899,0.1667391304347826,0.0005797101449275362,0.12427680683910874,0.2,polarized,1
70,0.004744189779162489,0.46255106983985855,0.26194840556725596,0.095,0.006323030732778782,0.45958572022425087,0.14557276001755518,0.26925000000000004,0.7075,0.8331428571428572,0.1662857142857143,0.0005714285714285715,0.11736684865689817,0.2,polarized,1
71,0.004339084542845757,0.4621632208803602,0.2617556337908413,0.1,0.004671640840630646,0.45999644497824194,0.14489687396065334,0.26925000000000004,0.7075,0.8338732394366197,0.16556338028169015,0.0005633802816901409,0.12318204571437225,0.2,polarized,1
72,0.0042929220450413095,0.46240430142117506,0.2620641529002075,0.105,0.004649207494134235,0.4612004495966267,0.1442324494135006,0.26925000000000004,0.7075,0.8343055555555555,0.1651388888888889,0.0005555555555555556,0.1204525065765921,0.2,polarized,1
73,0.003922429135568322,0.46229597014068136,0.26193685719830767,0.105,0.0033031289180805203,0.4615271961613103,0.14356928945077113,0.26925000000000004,0.7075,0.8347945205479452,0.16465753424657534,0.000547945205479452,0.11591813120000792,0.2,polarized,1
74,0.004686832775215222,0.4626073997819738,0.2620935034706613,0.105,0.005712236416330959,0.46282370526125816,0.14289992457230316,0.26925000000000004,0.7075,0.8355405405405405,0.1639189189189189,0.0005405405405405405,0.1236905480636505,0.2,polarized,1
75,0.004486064156577168,0.462064787045768,0.261739418565355,0.11,0.004645421319381906,0.46051246804175167,0.1421822662405755,0.26925000000000004,0.7075,0.8365333333333334,0.16286666666666666,0.0006,0.1083770289107587,0.2,polarized,1
76,0.0044611861994870924,0.4617953914327931,0.26190555317509284,0.11,0.004372284648052741,0.4605218983030282,0.1414997165858796,0.26925000000000004,0.7075,0.8378289473684211,0.16157894736842104,0.0005921052631578948,0.10608149553432718,0.2,polarized,1
77,0.004134242126125598,0.4625445260104597,0.2625275755582875,0.115,0.0036392987936358623,0.46328730895946363,0.14084278867453026,0.26925000000000004,0.7075,0.8384415584415584,0.16097402597402596,0.0005844155844155844,0.1188857093429593,0.2,polarized,1
78,0.0032542086396650195,0.4626046193582386,0.26309341387766944,0.115,0.001052801999658568,0.46371083900450394,0.14017968993171936,0.26925000000000004,0.7075,0.8392948717948718,0.16012820512820514,0.000576923076923077,0.11403041457881471,0.2,polarized,1
79,0.003630497979361107,0.4632684759020143,0.26355606920587527,0.115,0.002406328784324906,0.4653308486891883,0.1395481801851795,0.26925000000000004,0.7075,0.8393037974683545,0.160126582278481,0.000569620253164557,0.11300111419684429,0.2,polarized,1
80,0.003697041271230153,0.46347296114488856,0.26303690517075656,0.11,0.00280853572415137,0.46510893741494785,0.13890831177906113,0.26925000000000004,0.7075,0.839625,0.1598125,0.0005625,0.1157365089039669,0.2,polarized,1
81,0.0031316090356942393,0.4633066058210612,0.26291432897531164,0.1,0.0013309095296577223,0.4649827960328606,0.13825677214737672,0.26925000000000004,0.7075,0.8403703703703703,0.15907407407407406,0.0005555555555555556,0.11271046588403387,0.2,polarized,1
82,0.003673029486520536,0.4633349957484106,0.26335926014727706,0.12,0.0032591112271360867,0.4651741122993738,0.13761457426264226,0.26925000000000004,0.7075,0.8409146341463415,0.15853658536585366,0.0005487804878048781,0.12342507357588933,0.2,polarized,1
83,0.0032340374251264847,0.46350987618629064,0.2638639823315166,0.11,0.002327558559590963,0.4654830023485925,0.13697698567014452,0.26925000000000004,0.7075,0.8413855421686747,0.1580722891566265,0.0005421686746987952,0.12503839910510706,0.2,polarized,1
84,0.003761392910353416,0.4633181548247806,0.26358798080111656,0.11,0.004202804861345391,0.4646171537856574,0.13632824695541787,0.26925000000000004,0.7075,0.8422619047619048,0.15720238095238095,0.0005357142857142857,0.10686053809270718,0.2,polarized,1
85,0.003520353312568776,0.4626166779804706,0.2633172843593233,0.115,0.003219791490517725,0.46224419008917494,0.13567566389464855,0.26925000000000004,0.7075,0.8432941176470589,0.1561764705882353,0.0005294117647058823,0.10251761257074918,0.2,polarized,1
86,0.0025629207520358444,0.46165492201783215,0.26251103164949446,0.115,0.00029569882925112534,0.4599190281583796,0.135032679246603,0.26925000000000004,0.7075,0.8441279069767442,0.15534883720930232,0.0005232558139534884,0.10579592977473705,0.2,polarized,1
87,0.0033551413219315173,0.4607161623909791,0.26189480650288544,0.12,0.0032741567124588158,0.45792962229966977,0.13439303077498405,0.26925000000000004,0.7075,0.8449425287356321,0.15454022988505747,0.0005172413793103448,0.10796485857921581,0.2,polarized,1
88,0.0031731680219570756,0.4598467642054674,0.2618089082521998,0.12,0.0030185085116189348,0.4570076610910607,0.13376233222988318,0.26925000000000004,0.7075,0.8455681818181818,0.15392045454545455,0.0005113636363636364,0.11133812591686641,0.2,polarized,1
89,0.002800911070466866,0.45937638747570736,0.26143634102664287,0.11,0.0021532808309107664,0.4561305695191827,0.13313926906821297,0.26925000000000004,0.7075,0.8460674157303371,0.15342696629213484,0.0005056179775280899,0.10387558415001404,0.2,polarized,1
90,0.002457955023815158,0.45849183961931883,0.2607799659596825,0.1,0.0010452586139501363,0.4543461315863657,0.13251481435836582,0.26925000000000004,0.7075,0.8466666666666667,0.15283333333333332,0.0005,0.11110656317795098,0.2,polarized,1
91,0.0025197356626263214,0.45853482156210207,0.2611022768014613,0.115,0.0015927815578800019,0.45556634881369534,0.13188718280655798,0.26925000000000004,0.7075,0.8474175824175825,0.15208791208791209,0.0004945054945054945,0.10686349970266548,0.2,polarized,1
92,0.003215251733433945,0.45804922510365587,0.2605855019272737,0.115,0.004272294637832319,0.4553465632085644,0.13126233976679835,0.26925000000000004,0.7075,0.8481521739130434,0.1513586956521739,0.0004891304347826087,0.10996014921146363,0.2,polarized,1
93,0.00447506421138145,0.45817984415282753,0.2613388490100095,0.125,0.008142349051618852,0.4571521291141021,0.13064082925288487,0.26925000000000004,0.7075,0.8488709677419355,0.15064516129032257,0.0004838709677419355,0.10205465156422985,0.2,polarized,1
94,0.004068563045574613,0.4575875896476401,0.2611791360130665,0.12,0.006220857624317899,0.4563138722373442,0.13002020460263478,0.26925000000000004,0.7075,0.8496276595744681,0.1498936170212766,0.0004787234042553191,0.10877813523062102,0.2,polarized,1
95,0.004860762550989075,0.457883193471945,0.2617629108520823,0.12,0.008267539157777393,0.4579648069603326,0.12941051375748952,0.26925000000000004,0.7075,0.8501578947368421,0.14936842105263157,0.00047368421052631577,0.10744687810824277,0.2,polarized,1
96,0.006142713049617379,0.45838684890483655,0.26277551925929027,0.125,0.011190088940752088,0.4599899469282623,0.1287915183669168,0.26925000000000004,0.7075,0.8509895833333333,0.14854166666666666,0.00046875,0.10546067619750916,0.2,polarized,1
97,0.0069345463126144,0.4588004274711629,0.2637370142250506,0.13,0.012571376275340784,0.4606652119725372,0.1281692846954323,0.26925000000000004,0.7075,0.8519587628865979,0.14757731958762887,0.00046391752577319587,0.10350747599248447,0.2,polarized,1
98,0.007476912936456921,0.4571758541924185,0.26239165207083326,0.125,0.012881022702349233,0.4554357439127865,0.12756406059713668,0.26925000000000004,0.7075,0.8525510204081632,0.14698979591836736,0.00045918367346938773,0.10665482755862624,0.2,polarized,1
99,0.0073515095339395905,0.4561395044380358,0.26164201344156846,0.13,0.011220217943784605,0.4526406965384821,0.1269661415078951,0.26925000000000004,0.7075,0.853030303030303,0.14651515151515151,0.00045454545454545455,0.10709631435231408,0.2,polarized,1
100,0.0076508786641929635,0.45531013012326704,0.26140365147202727,0.135,0.01102616341495822,0.4511614356756891,0.12638430457712344,0.26925000000000004,0.7075,0.85315,0.1464,0.00045,0.11845395725284014,0.2,polarized,1
101,0.007087943016063936,0.4549842319304615,0.26137255114414504,0.13,0.008591070003538098,0.4513072829484333,0.1257816154297563,0.26925000000000004,0.7075,0.8538613861386138,0.14569306930693068,0.00044554455445544556,0.10401984717549982,0.2,polarized,1
102,0.007349910859590345,0.45427493863206164,0.2613357532539771,0.14,0.008831384387920567,0.45054170613908867,0.12518978291091848,0.26925000000000004,0.7075,0.8543627450980392,0.14519607843137255,0.0004411764705882353,0.10329480964393385,0.2,polarized,1
103,0.00675165373779786,0.4546878819282192,0.2620864340864971,0.135,0.006550273565984517,0.4526365275360571,0.12457553169515982,0.26925000000000004,0.7075,0.8554854368932039,0.14407766990291263,0.00043689320388349515,0.09625960369498314,0.2,polarized,1
104,0.006989890216927583,0.4543703698579368,0.26234769126483054,0.13,0.00730374486743661,0.452793257455955,0.1239835682195228,0.26925000000000004,0.7075,0.8561057692307692,0.14346153846153847,0.0004326923076923077,0.10336355149676728,0.2,polarized,1
105,0.0074998230164235544,0.4546390142955464,0.26257973625457826,0.14,0.008690054028754413,0.453742748566954,0.12338872463839462,0.26925000000000004,0.7075,0.8568571428571429,0.1427142857142857,0.00042857142857142855,0.09248107917307215,0.2,polarized,1
106,0.006852870129041375,0.45426463471091155,0.26240060706702495,0.135,0.006236742920804652,0.4525930356773026,0.12281048472833579,0.26925000000000004,0.7075,0.8572641509433963,0.14231132075471697,0.00042452830188679245,0.09835498429323593,0.2,polarized,1
107,0.007247877949674626,0.4532000474668873,0.26182363148598115,0.135,0.007436777658900269,0.4505841947312972,0.12223448963799113,0.26925000000000004,0.7075,0.8576635514018691,0.1419158878504673,0.0004205607476635514,0.10418977980635333,0.2,polarized,1
108,0.007047865188810141,0.45348085147951184,0.2621747869009661,0.13,0.0067912116191125894,0.4523156853800822,0.1216480235271088,0.26925000000000004,0.7075,0.8583796296296297,0.1412037037037037,0.0004166666666666667,0.09691047823014148,0.2,polarized,1
109,0.006250868743418543,0.45314103393389077,0.2613651017737324,0.12,0.004558106685866141,0.4518092335399559,0.12107534032573143,0.26925000000000004,0.7075,0.8588073394495412,0.14077981651376148,0.0004128440366972477,0.10776790919558177,0.2,polarized,1
110,0.004959151421271735,0.45316394419434103,0.26117072103613664,0.125,0.0010219477773879327,0.45196527863530633,0.12048513405786135,0.26925000000000004,0.7075,0.8597272727272727,0.13986363636363636,0.0004090909090909091,0.10020614962276998,0.2,polarized,1
111,0.004804667162013554,0.4535404664279942,0.26138900216373023,0.135,0.0013201780855591682,0.452839167686025,0.1199127486285221,0.26925000000000004,0.7075,0.8602702702702703,0.13932432432432432,0.0004054054054054054,0.09835149560985912,0.2,polarized,1
112,0.005187417250696911,0.4535746095425306,0.2613296855236872,0.13,0.003183477990577337,0.45351239273291755,0.11934876224269064,0.26925000000000004,0.7075,0.8606696428571429,0.13892857142857143,0.0004017857142857143,0.10770476257628164,0.2,polarized,1
113,0.004075963978583761,0.45389708408782653,0.2615431404760538,0.12,4.871658246812349e-05,0.4543919161598875,0.11877435874567688,0.26925000000000004,0.7075,0.8613716814159292,0.13823008849557522,0.00039823008849557525,0.09901714636946553,0.2,polarized,1
114,0.004773391240698857,0.45392117208945704,0.26139710911208885,0.12,0.00309569479255561,0.45453211099416435,0.1182158623310578,0.26925000000000004,0.7075,0.8617543859649123,0.13785087719298245,0.00039473684210526315,0.1012702359671777,0.2,polarized,1
