step,Mean Opinion,Mean Extremity,Opinion Variance,Extreme Share,Mean Preference Center,Mean Preference Center Extremity,Mean Preference Width,Mean Acceptance Threshold,Mean Rejection Threshold,Acceptance Rate,Ignore Rate,Backfire Rate,Average Exposure Distance,initial_preference_width,initial_distribution,seed
36,0.027152622986563436,0.448231465006291,0.24206933058173477,0.085,0.031093230621778597,0.4459645713388089,0.17021924728964305,0.265,0.6999999999999998,0.8020833333333334,0.19680555555555557,0.0011111111111111111,0.1441386805008629,0.2,polarized,2
37,0.027920477949073385,0.44778918237709037,0.2413792800866762,0.085,0.03177914126396571,0.4449265533909344,0.1693821433252101,0.265,0.6999999999999998,0.8014864864864865,0.19716216216216217,0.0013513513513513514,0.14589297312924893,0.2,polarized,2
38,0.027635211121927267,0.44781454357935574,0.24173439556813647,0.09,0.029915271244068908,0.44586891715575644,0.16861002268264355,0.265,0.6999999999999998,0.8028947368421052,0.1957894736842105,0.0013157894736842105,0.12314353900302433,0.2,polarized,2
39,0.027576922242130056,0.4486617078287395,0.24235726552775433,0.09,0.028750211023371094,0.44956045797905203,0.1678360059083822,0.265,0.6999999999999998,0.8044871794871795,0.19423076923076923,0.001282051282051282,0.12925902027510447,0.2,polarized,2
40,0.028689662219301915,0.44979081760425416,0.2435542758374104,0.09,0.0319996956839142,0.45304640073886154,0.16706346178797113,0.265,0.6999999999999998,0.806125,0.192625,0.00125,0.12632779968455923,0.2,polarized,2
41,0.029563664937009296,0.4493893720205562,0.24326619063960642,0.085,0.03378968745641753,0.45116789249150957,0.1663038942895103,0.265,0.6999999999999998,0.8071951219512196,0.19158536585365854,0.0012195121951219512,0.1281274882237817,0.2,polarized,2
42,0.02992614462483624,0.4499468917925585,0.24379683530547971,0.095,0.03341607209294353,0.4516308484204539,0.16550431119761483,0.265,0.6999999999999998,0.8079761904761905,0.19071428571428573,0.0013095238095238095,0.13313406257537955,0.2,polarized,2
43,0.03072847612219059,0.45134128939279494,0.24526770757723945,0.095,0.03513402667539811,0.4556182707649689,0.16476441593421412,0.265,0.6999999999999998,0.8083720930232559,0.19034883720930232,0.0012790697674418604,0.1434066149880604,0.2,polarized,2
44,0.03179021155838666,0.4521728818373966,0.2463906968331947,0.09,0.037280916356510214,0.45724886930556735,0.16402543395700098,0.265,0.6999999999999998,0.8088636363636363,0.18988636363636363,0.00125,0.1341455164792226,0.2,polarized,2
45,0.033095159550985874,0.452228829578176,0.24680996859184404,0.09,0.04036995189712715,0.456385630014793,0.16326748888579887,0.265,0.6999999999999998,0.8103333333333333,0.18844444444444444,0.0012222222222222222,0.12224630072416977,0.2,polarized,2
46,0.03352329071569753,0.4517370035367216,0.24687834392128202,0.1,0.04025301132568481,0.45370242950181733,0.16250567640172148,0.265,0.6999999999999998,0.8120652173913043,0.1867391304347826,0.0011956521739130434,0.12443802411685546,0.2,polarized,2
47,0.0336823848768502,0.45160052314768623,0.24736084908903477,0.095,0.03922941516686192,0.453060825170641,0.1617623017722071,0.265,0.6999999999999998,0.8130851063829787,0.18574468085106383,0.001170212765957447,0.12665649215674857,0.2,polarized,2
48,0.03367132330539812,0.45214394895600235,0.24810192786794663,0.09,0.038025489182492565,0.45420446268154907,0.1610448313041513,0.265,0.6999999999999998,0.813125,0.18572916666666667,0.0011458333333333333,0.1392131544626933,0.2,polarized,2
49,0.03343266506539719,0.451168137904085,0.2477349195126699,0.095,0.03614887947198319,0.45099189094570136,0.1603033742522151,0.265,0.6999999999999998,0.8142857142857143,0.18459183673469387,0.0011224489795918367,0.13258251551432065,0.2,polarized,2
50,0.03367150367012884,0.4510800742634663,0.24772933269528494,0.09,0.03665170854505694,0.4508829460543521,0.15956469894912848,0.265,0.6999999999999998,0.8154,0.1835,0.0011,0.13109914461010855,0.2,polarized,2
51,0.03430781957935481,0.4504085606145318,0.24749366822132315,0.095,0.03804275848210579,0.44878870383912445,0.15885666892375727,0.265,0.6999999999999998,0.8153921568627451,0.18352941176470589,0.0010784313725490195,0.13889122582493924,0.2,polarized,2
52,0.034994842613361034,0.45126838661337054,0.24843296250163044,0.105,0.039528601784006676,0.4518033440777371,0.1581228693012747,0.265,0.6999999999999998,0.8165384615384615,0.18240384615384617,0.0010576923076923077,0.1257577352926837,0.2,polarized,2
53,0.034595739609200774,0.4523616900994331,0.2497685333457879,0.11,0.03706131591626043,0.4551279942293894,0.15739717623092525,0.265,0.6999999999999998,0.8174528301886792,0.18150943396226416,0.0010377358490566038,0.12143894133243922,0.2,polarized,2
54,0.0358126118343758,0.4535573115888514,0.25109683609512096,0.11,0.04035504498867214,0.4584643741509416,0.15669668321926017,0.265,0.6999999999999998,0.8175,0.1814814814814815,0.0010185185185185184,0.1269296235288301,0.2,polarized,2
55,0.03684756576886959,0.45451674481819665,0.25232934622194575,0.11,0.0426242755432684,0.460399127772175,0.15598489626842915,0.265,0.6999999999999998,0.8180909090909091,0.1809090909090909,0.001,0.12244274668615722,0.2,polarized,2
56,0.03751774485143201,0.4549798017250682,0.25308969311330054,0.11,0.043368048284210016,0.4606212823094358,0.15525295344467227,0.265,0.6999999999999998,0.8195535714285714,0.17946428571428572,0.0009821428571428572,0.1169784030857396,0.2,polarized,2
57,0.03892943741684118,0.4547191066316775,0.2533589582492409,0.115,0.04654736354441732,0.45908397745269924,0.15454549393213765,0.265,0.6999999999999998,0.8201754385964912,0.17885964912280702,0.0009649122807017544,0.12414670001061197,0.2,polarized,2
58,0.03957772844083511,0.45423314355876365,0.25345121366822587,0.12,0.046904967243230365,0.45700944696699325,0.1538461031287314,0.265,0.6999999999999998,0.8206034482758621,0.17844827586206896,0.0009482758620689655,0.12769631401825154,0.2,polarized,2
59,0.03989471328477845,0.4535753343518266,0.25349772758201483,0.115,0.04615054207975275,0.4548564032947573,0.15314704983547758,0.265,0.6999999999999998,0.8211016949152542,0.17796610169491525,0.0009322033898305085,0.1356272603799992,0.2,polarized,2
60,0.04033663522461026,0.45296750894076027,0.2531917761238823,0.12,0.04605388629617804,0.4532267753066355,0.1524256528851799,0.265,0.6999999999999998,0.8225,0.17658333333333334,0.0009166666666666666,0.1141205453821671,0.2,polarized,2
61,0.039788367877069734,0.45405875518992217,0.2543657471104396,0.12,0.0430613743803202,0.45707726507318197,0.1517151494891997,0.265,0.6999999999999998,0.8236065573770491,0.17549180327868852,0.0009016393442622951,0.11851423269759893,0.2,polarized,2
62,0.03949984807903482,0.45395782436186294,0.25477223238665514,0.12,0.041298594037055686,0.45607533168042524,0.15103812615936366,0.265,0.6999999999999998,0.8236290322580645,0.17548387096774193,0.0008870967741935484,0.13279609366823333,0.2,polarized,2
63,0.03996206855486662,0.4540910963683541,0.2547260287184865,0.12,0.042576556560594,0.455893120828874,0.15035487565708552,0.265,0.6999999999999998,0.823968253968254,0.17515873015873015,0.000873015873015873,0.12579857720163465,0.2,polarized,2
64,0.039587542413936604,0.4529801605610126,0.2541332862991379,0.12,0.041118876301400153,0.45255156809618313,0.14966993594708533,0.265,0.6999999999999998,0.824453125,0.1746875,0.000859375,0.11599431286576768,0.2,polarized,2
65,0.040177921815516465,0.45277298053817994,0.2536795971990579,0.12,0.04277802810922009,0.4517809461654221,0.1489876806075332,0.265,0.6999999999999998,0.8249230769230769,0.17423076923076924,0.0008461538461538462,0.1269214125620865,0.2,polarized,2
66,0.040265852748271075,0.45254873313934496,0.25345955586368585,0.125,0.04255332214602905,0.45124549645471573,0.14828858062686176,0.265,0.6999999999999998,0.826060606060606,0.1731060606060606,0.0008333333333333334,0.11692432892943745,0.2,polarized,2
67,0.04057043001041555,0.45224970779629503,0.25311070057654034,0.125,0.043088665235069275,0.4505040174908391,0.14760152852632769,0.265,0.6999999999999998,0.826865671641791,0.1723134328358209,0.0008208955223880597,0.1117012967787288,0.2,polarized,2
68,0.03990232037422896,0.45246540463953056,0.25374418191096393,0.125,0.04060175317220097,0.45234729183249556,0.14691791101767332,0.265,0.6999999999999998,0.8276470588235294,0.17154411764705882,0.0008088235294117647,0.11747815575207309,0.2,polarized,2
69,0.03915854366940193,0.4524317881001105,0.2536723543244132,0.115,0.038042807181882,0.45253533218804215,0.1462215720966512,0.265,0.6999999999999998,0.8289130434782609,0.17028985507246377,0.0007971014492753623,0.11037377599392688,0.2,polarized,2
70,0.04022490270326591,0.45378614304647785,0.2552925577066489,0.115,0.04175085112663009,0.4574721071247276,0.14554204837306073,0.265,0.6999999999999998,0.8297142857142857,0.1695,0.0007857142857142857,0.11498241010133615,0.2,polarized,2
71,0.03943172550276357,0.4535548142994038,0.254802312261616,0.11,0.03870410180966032,0.45677214300204555,0.1448719316938933,0.265,0.6999999999999998,0.8302816901408451,0.168943661971831,0.0007746478873239436,0.12090433293963743,0.2,polarized,2
72,0.03938698245708731,0.45390901040145243,0.25503801685357985,0.11,0.0388099071487574,0.4571973659449104,0.1441989586095792,0.265,0.6999999999999998,0.8310416666666667,0.16819444444444445,0.0007638888888888889,0.11137320326780077,0.2,polarized,2
73,0.03937385194634425,0.4534623436885713,0.2551219045583922,0.095,0.038867944202278064,0.4558836632957022,0.14353317509788152,0.265,0.6999999999999998,0.8316438356164384,0.1676027397260274,0.0007534246575342466,0.11221087773766943,0.2,polarized,2
74,0.03877093505372534,0.454047239137157,0.25535858158340746,0.1,0.036993406334505756,0.4573908537843203,0.14286165063968256,0.265,0.6999999999999998,0.8325,0.16675675675675675,0.0007432432432432432,0.10983914254275028,0.2,polarized,2
75,0.03800433840326204,0.4545422204405869,0.25590657873016687,0.1,0.035317241814703554,0.4580067897639998,0.1422047346751937,0.265,0.6999999999999998,0.833,0.16626666666666667,0.0007333333333333333,0.11117682842432337,0.2,polarized,2
76,0.038575479588507246,0.455017769420507,0.25664917546765154,0.095,0.03767590579570357,0.45912253304833983,0.14153538834400228,0.265,0.6999999999999998,0.8339473684210527,0.16532894736842105,0.0007236842105263158,0.10656654043459915,0.2,polarized,2
77,0.03781062094711101,0.45479789398005255,0.256682305126726,0.09,0.035538713618229585,0.4578672711959624,0.1408800437191968,0.265,0.6999999999999998,0.8345454545454546,0.16474025974025974,0.0007142857142857143,0.12290794608442969,0.2,polarized,2
78,0.037411610625168935,0.45448372155374855,0.25687737008932254,0.095,0.03502011427601415,0.45675081950119606,0.1402127135863501,0.265,0.6999999999999998,0.8355769230769231,0.16371794871794873,0.0007051282051282052,0.10165831518869053,0.2,polarized,2
79,0.036485950833052484,0.45456699300718895,0.25686479064338824,0.095,0.03284621313286127,0.45651186937550564,0.1395658611189279,0.265,0.6999999999999998,0.8360759493670886,0.1632278481012658,0.0006962025316455696,0.12130392505080113,0.2,polarized,2
80,0.03627629757557271,0.45504102599639284,0.25725469965731956,0.095,0.03324447860211526,0.4576215906099078,0.13890418760246892,0.265,0.6999999999999998,0.8370625,0.16225,0.0006875,0.11640324361816999,0.2,polarized,2
81,0.03517187932838941,0.4547270360058488,0.2570706678150976,0.1,0.030476896246700785,0.4565053298054462,0.13825224010957574,0.265,0.6999999999999998,0.8378395061728395,0.16148148148148148,0.0006790123456790123,0.11114464901426228,0.2,polarized,2
82,0.03552073310356936,0.4544928890340411,0.2572074620863396,0.1,0.03267487685391584,0.45585310629084885,0.1376230424972219,0.265,0.6999999999999998,0.8380487804878048,0.16128048780487805,0.0006707317073170732,0.11892845944705858,0.2,polarized,2
83,0.035532257499639563,0.45344542573676627,0.2563659463635474,0.095,0.03363839202980654,0.4526871438362794,0.13696708957245005,0.265,0.6999999999999998,0.8390963855421687,0.1602409638554217,0.0006626506024096385,0.11358288105702194,0.2,polarized,2
84,0.03519346303487545,0.45417869225374813,0.25698335381607684,0.105,0.033192085850609135,0.45490540027605386,0.1363237708366519,0.265,0.6999999999999998,0.8398214285714286,0.1595238095238095,0.0006547619047619047,0.11480189933131975,0.2,polarized,2
85,0.035019624899209824,0.45350614716543924,0.2568203037522342,0.105,0.03300540281366498,0.4528127559103447,0.13569259797208524,0.265,0.6999999999999998,0.8402941176470589,0.15905882352941175,0.0006470588235294118,0.1127122625228734,0.2,polarized,2
86,0.03313016147612833,0.45272843949106945,0.2560219202523444,0.095,0.02772678081048081,0.45101356660426467,0.13505802479746457,0.265,0.6999999999999998,0.8409302325581396,0.15843023255813954,0.0006395348837209302,0.11092084570325939,0.2,polarized,2
87,0.0317285990819789,0.4529061053608867,0.25648828137782603,0.1,0.02475803252789442,0.45281825957714134,0.13441851532972976,0.265,0.6999999999999998,0.8417816091954023,0.15758620689655173,0.000632183908045977,0.11459259412573171,0.2,polarized,2
88,0.03182075367830963,0.4527293531999159,0.2568383530101843,0.095,0.02661748833994777,0.4532896715894475,0.13377950380970455,0.265,0.6999999999999998,0.8426704545454545,0.15670454545454546,0.000625,0.10473122519345685,0.2,polarized,2
89,0.031553606654051755,0.4535748619201745,0.25768850537644566,0.1,0.02692141041823539,0.4555007866825091,0.13313972534902604,0.265,0.6999999999999998,0.8436516853932584,0.1557303370786517,0.0006179775280898876,0.10620787466591314,0.2,polarized,2
90,0.031043963581090458,0.4526157100663796,0.2569480525908907,0.1,0.02654044254799236,0.45345401090358833,0.132515475761893,0.265,0.6999999999999998,0.8442777777777778,0.15511111111111112,0.0006111111111111111,0.1101990913465468,0.2,polarized,2
91,0.031113622636092502,0.45235897649524953,0.25736130025024473,0.105,0.027989796466299444,0.45283869673801386,0.1318912334675149,0.265,0.6999999999999998,0.8449450549450549,0.15445054945054945,0.0006043956043956044,0.10881015297787652,0.2,polarized,2
92,0.031435610385886895,0.45231239190993483,0.2579793854557859,0.115,0.029725443451229388,0.4529823070201165,0.13127208146703573,0.265,0.6999999999999998,0.8455434782608696,0.15385869565217392,0.0005978260869565217,0.1100254119857447,0.2,polarized,2
93,0.03081069239838201,0.4516243308428396,0.25743320262628944,0.11,0.02825976041830423,0.45089598058167324,0.13065849704822502,0.265,0.6999999999999998,0.8460752688172043,0.15333333333333332,0.0005913978494623656,0.11473559046742843,0.2,polarized,2
94,0.02997024457992282,0.4518893121715927,0.25755899811060556,0.11,0.02631043215753988,0.45206882681907595,0.13005793976362137,0.265,0.6999999999999998,0.8463297872340425,0.15308510638297873,0.0005851063829787234,0.1075954062063338,0.2,polarized,2
95,0.030351487723259896,0.45169194084202907,0.2571978519027544,0.105,0.02833201050688502,0.4522981334202246,0.12943574489556745,0.265,0.6999999999999998,0.8472105263157895,0.15221052631578946,0.0005789473684210527,0.10385023575963653,0.2,polarized,2
96,0.030208121282771526,0.45170921988220364,0.2570652523212181,0.11,0.028290128205556996,0.45280291449573895,0.12883264525506502,0.265,0.6999999999999998,0.84765625,0.15177083333333333,0.0005729166666666667,0.10616356991398984,0.2,polarized,2
97,0.029703854631916715,0.4515737187165605,0.25689773128505405,0.105,0.026955941047305344,0.4527469379539346,0.1282305700404946,0.265,0.6999999999999998,0.8481443298969072,0.15128865979381442,0.0005670103092783505,0.10996383899943693,0.2,polarized,2
98,0.029512863744939347,0.4513940581994467,0.2570172834711808,0.11,0.0272335869202921,0.45230556448294496,0.12762698989239518,0.265,0.6999999999999998,0.8487244897959184,0.15071428571428572,0.0005612244897959184,0.11334279982243273,0.2,polarized,2
99,0.028792504775686373,0.4513046333156091,0.2571355303874694,0.11,0.025385698078209878,0.4521541540919067,0.12700815140546012,0.265,0.6999999999999998,0.8497474747474747,0.1496969696969697,0.0005555555555555556,0.09592058649277149,0.2,polarized,2
100,0.027633745907775703,0.4506467638964197,0.2563350390062199,0.1,0.02262676324609921,0.4510488590311732,0.126416592193385,0.265,0.6999999999999998,0.85015,0.1493,0.00055,0.11326978351628529,0.2,polarized,2
101,0.026859672677511326,0.4499649005304483,0.25551521294668356,0.09,0.021280199822413866,0.44922853178302824,0.1258238260303794,0.265,0.6999999999999998,0.8506435643564356,0.1488118811881188,0.0005445544554455446,0.10357155183114404,0.2,polarized,2
102,0.02640541632225352,0.45024620489938294,0.25555327814503426,0.095,0.02114024010675914,0.45083087568276814,0.1252372565169448,0.265,0.6999999999999998,0.8510294117647059,0.1484313725490196,0.0005392156862745098,0.10973328190327929,0.2,polarized,2
103,0.026424702370528488,0.44972599835850974,0.25478720439681557,0.11,0.022628054803068277,0.44991022509377315,0.12464789059289691,0.265,0.6999999999999998,0.8515533980582525,0.1479126213592233,0.0005339805825242719,0.10919213882826612,0.2,polarized,2
104,0.026191639156464476,0.4491138803561081,0.2539613908235957,0.1,0.022936258253870086,0.44831003605150843,0.12406936158382616,0.265,0.6999999999999998,0.851875,0.14759615384615385,0.0005288461538461538,0.10495736571115565,0.2,polarized,2
105,0.026761975109377386,0.448863113027961,0.25334926703355853,0.1,0.025497076047240334,0.44747886890740424,0.12347238870893261,0.265,0.6999999999999998,0.8527142857142858,0.14676190476190476,0.0005238095238095238,0.10101111355143587,0.2,polarized,2
106,0.0267982387250291,0.4495535815153394,0.25428788331429,0.11,0.026078327964355323,0.45021933330432473,0.1228799550345827,0.265,0.6999999999999998,0.8534905660377359,0.14599056603773586,0.0005188679245283019,0.09829184624526174,0.2,polarized,2
107,0.02737534008193637,0.44911149212928786,0.2534037347870514,0.11,0.027850400230791265,0.4486592194210269,0.12230196571398362,0.265,0.6999999999999998,0.8539719626168224,0.14551401869158878,0.000514018691588785,0.10246264200474128,0.2,polarized,2
108,0.027293474842811177,0.4487234813794686,0.2532005176705885,0.115,0.027643559959288293,0.4482003660008724,0.12172101531544705,0.265,0.6999999999999998,0.8545833333333334,0.1449074074074074,0.0005092592592592592,0.10456542286532887,0.2,polarized,2
109,0.026853318544285833,0.44871115105589027,0.2530432150432612,0.11,0.025968749784944584,0.4485958187767753,0.12114631675912949,0.265,0.6999999999999998,0.8550917431192661,0.14440366972477064,0.0005045871559633027,0.10165947334696926,0.2,polarized,2
110,0.02666640940171168,0.448611597140665,0.2527104420825336,0.115,0.025825295736480913,0.4484138816953282,0.12057825608608015,0.265,0.6999999999999998,0.8555,0.144,0.0005,0.1097421569663803,0.2,polarized,2
111,0.026637715249638875,0.44881028230499853,0.2526164489191946,0.11,0.02609730647983637,0.4493859803414745,0.12000681385537425,0.265,0.6999999999999998,0.8560360360360361,0.14346846846846847,0.0004954954954954955,0.10909518789217937,0.2,polarized,2
112,0.026292373380033745,0.4489620431288703,0.25179293883396725,0.1,0.025025008270700262,0.4500829305616032,0.1194293250264753,0.265,0.6999999999999998,0.8567857142857143,0.14272321428571427,0.0004910714285714286,0.10387669647349858,0.2,polarized,2
113,0.02657848978708147,0.4490960044369732,0.2514089373039647,0.105,0.02619740093955349,0.450183569867273,0.11887087994866637,0.265,0.6999999999999998,0.8571238938053097,0.14238938053097344,0.0004867256637168142,0.10789707927147456,0.2,polarized,2
114,0.02707213386455822,0.4489869902420773,0.25104291117235983,0.1,0.028011416835220078,0.4496736025650337,0.11831539341435125,0.265,0.6999999999999998,0.8574561403508771,0.14206140350877192,0.0004824561403508772,0.10552781484682089,0.2,polarized,2
115,0.02653000253921843,0.44963012668263647,0.2512047663708302,0.105,0.026368025836336066,0.45138567171870747,0.1177420311649494,0.265,0.6999999999999998,0.8582608695652174,0.14126086956521738,0.0004782608695652174,0.09287243348840743,0.2,polarized,2
116,0.026735059742575795,0.44940691404034494,0.25121486236470686,0.105,0.027070087295384643,0.4500960921448043,0.11717351388928793,0.265,0.6999999999999998,0.8590086206896552,0.14051724137931035,0.00047413793103448276,0.09262912928035441,0.2,polarized,2
